reporter,partner,year,export_usd,import_usd,trade_value,source,data_type,verification_status,currency,unit,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,dataset_version,integration_timestamp,data_authenticity,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,product_description,data_source,collection_timestamp,reporter_iso,partner_iso,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted
China,Singapore,2020,61.7,31.2,92.9,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,2798.0,0.0,0.0,-0.7936660155225426,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,SGP,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,1.379741667,61989.799028,539641.0343,96018.965026,348392.0,346225.2509,5.6201505,312681362.45,243048065.88,2.07,4.61
China,Singapore,2022,81.5,38.4,119.9,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,7.5,-1.4000000000000004,1.4000000000000004,2798.0,0.0,0.0,-0.7936660155225426,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,SGP,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,1.378666667,82619.034071,609003.565,107790.4451,466788.0,390727.1662,5.6498845,5600720000.0,3733820000.0,,
China,Singapore,2023,79.6,35.8,115.4,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,6.7,-0.7999999999999998,2.2,2798.0,0.0,0.0,-0.7936660155225426,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,SGP,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,1.342766667,81110.040534,615551.5925,106329.60373,469553.284,394928.2783,5.7890895,6452860000.000001,4301900000.0,,
China,Thailand,2010,25.7,33.2,58.9,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,1725.0,0.0,0.0,-0.745298232946546,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,THA,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59
China,Thailand,2015,38.4,39.2,77.6,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,1725.0,0.0,0.0,-0.745298232946546,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,THA,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,34.24771667,5688.8499365,1119042.75,15863.767088,401296.0,423508.1441,70.5407955,189862592.21,236153735.35,7.21,8.89
China,Thailand,2020,46.7,48.1,94.8,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,1725.0,0.0,0.0,-0.745298232946546,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,THA,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81
China,Thailand,2022,68.2,56.4,124.6,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,1725.0,0.0,0.0,-0.745298232946546,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,THA,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,
China,Thailand,2023,64.7,52.8,117.5,IMF Direction of Trade Statistics,Bilateral Trade Flow,VERIFIED,USD,Billion USD,,,,1725.0,0.0,0.0,-0.745298232946546,,,,,,,RCEP_Real_Data_2010_2023_v1.0,2025-11-19T00:54:05.181310,100_REAL_VERIFIED,999999,,,,,,,,,,CHN,THA,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,
CHN,JPN,2010,985.48,656.99,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1642.47,328.49,3573.06,2858.45,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318851,CHN,JPN,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,87.779875,44927.71708,4862800.107,37935.71537,5759071.769,4568552.05,128.185275,595809643.87,829607541.18,6.33,7.08
CHN,JPN,2011,1931.62,1287.74,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3219.36,643.87,1991.93,1593.54,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318924,CHN,JPN,6.461461327,5551.5838494,13020073.2,9571.8190294,7551545.623,8059698.454,1360.250665,1616784547.02,2221071164.59,6.3,7.61,79.80701983,48659.803012,4863957.917,37971.064627,6233147.172,4569639.801,128.0964325,721993840.66,897524447.55,5.91,6.87
CHN,JPN,2012,465.0,310.0,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,775.0,155.0,943.73,754.99,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318945,CHN,JPN,6.3123328268,6230.0521088,14043935.27,10254.634032,8532186.353,8693490.556,1369.520865,1624172572.65,2304480905.73,6.08,7.3,79.790455417,49030.306284,4930825.227,38543.667079,6272362.996,4632460.97,127.928285,735536916.49,883364655.11,5.99,6.91
CHN,JPN,2013,2262.89,1508.59,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3771.48,754.3,859.56,687.65,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318955,CHN,JPN,6.195758346,6940.1118887,15134607.87,10974.996099,9570470.1,9368639.773,1379.008041,1748337327.91,2397123775.55,5.94,7.23,97.59565828,40809.422254,5029693.213,39379.499335,5212328.181,4725346.453,127.7236455,708583475.97,806986724.3,6.18,7.23
CHN,JPN,2014,844.43,562.95,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1407.38,281.48,869.29,695.43,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318964,CHN,JPN,6.143434094,7547.5412128,16258469.72,11714.000231,10475624.71,10064333.83,1387.951972,1741960455.31,2529204919.96,6.01,6.88,105.944781,38411.834908,5044591.442,39569.580363,4896994.405,4739343.19,127.4866045,707208557.48,781230169.07,5.14,6.32
CHN,JPN,2015,1770.92,1180.61,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2951.53,590.31,1215.58,972.46,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318973,CHN,JPN,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,121.0440257,34923.592074,5123318.682,40253.652019,4444930.652,4813306.645,127.2758725,595680877.63,714588499.06,5.86,6.85
CHN,JPN,2016,2418.02,1612.01,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,4030.03,806.01,4309.81,3447.85,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318982,CHN,JPN,6.6444778294,8000.6364249,18595190.74,13243.941371,11233314.63,11510813.17,1404.052632,1525797542.12,2396469750.69,6.11,6.85,108.79290005,39349.477478,5161939.628,40594.067451,5003677.628,4849590.637,127.159951,570925547.86,728482296.73,5.48,6.45
CHN,JPN,2017,590.35,393.57,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,983.92,196.78,4467.08,3573.67,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.318999,CHN,JPN,6.758755086,8716.288978,19887035.12,14080.76508,12310491.94,12310491.94,1412.354727,1787239787.13,2647117289.59,5.5,6.61,112.1661411,38805.724619,5248419.242,41305.096184,4930837.369,4930837.369,127.06469,612176156.0,787221806.07,4.9,6.2
CHN,JPN,2018,2186.51,1457.67,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3644.18,728.84,2436.92,1949.54,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319011,CHN,JPN,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,110.42317934,39719.049747,5282187.1,41620.394279,5040880.939,4962561.934,126.9134325,668775926.91,831891680.53,5.1,6.6
CHN,JPN,2019,1283.32,855.55,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2138.86,427.77,2057.98,1646.39,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319020,CHN,JPN,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,109.0096659,40394.768276,5260943.771,41523.028485,5117993.853,4942604.039,126.6994235,654804747.44,795029187.31,5.21,6.82
CHN,JPN,2020,2571.05,1714.04,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,4285.09,857.02,3802.82,3042.25,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319029,CHN,JPN,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,106.7745823,40026.961611,5042766.177,39925.453647,5055587.094,4737628.372,126.304543,593173166.59,721069676.57,4.09,6.33
CHN,JPN,2021,2091.96,1394.64,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3486.6,697.32,1555.09,1244.07,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319037,CHN,JPN,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,109.7543238,40059.256081,5171826.712,41150.970353,5034620.785,4858879.454,125.679338,704318189.05,850187993.81,3.69,6.0
CHN,JPN,2022,1529.13,1019.42,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2548.56,509.71,1863.6,1490.88,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319061,CHN,JPN,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,131.4981404,34051.945879,5221204.053,41770.441768,4256410.761,4905268.971,124.997578,9434580000.0,6289690000.0,,
CHN,JPN,2023,501.97,334.65,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,836.61,167.32,4928.47,3942.78,1400000000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319073,CHN,JPN,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,140.4911001,33874.026624,5321611.072,42788.217198,4212944.753,4999600.361,124.3709465,10194200000.0,6796150000.0,,
CHN,KOR,2010,594.69,396.46,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,991.15,198.23,3817.93,2290.76,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319079,CHN,KOR,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85
CHN,KOR,2011,379.0,252.67,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,631.66,126.33,2215.23,1329.14,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319083,CHN,KOR,6.461461327,5551.5838494,13020073.2,9571.8190294,7551545.623,8059698.454,1360.250665,1616784547.02,2221071164.59,6.3,7.61,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98
CHN,KOR,2012,1334.02,889.34,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2223.36,444.67,3470.9,2082.54,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319086,CHN,KOR,6.3123328268,6230.0521088,14043935.27,10254.634032,8532186.353,8693490.556,1369.520865,1624172572.65,2304480905.73,6.08,7.3,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46
CHN,KOR,2013,1029.74,686.49,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1716.23,343.25,5387.22,3232.33,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319090,CHN,KOR,6.195758346,6940.1118887,15134607.87,10974.996099,9570470.1,9368639.773,1379.008041,1748337327.91,2397123775.55,5.94,7.23,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56
CHN,KOR,2014,460.89,307.26,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,768.15,153.63,3657.7,2194.62,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319093,CHN,KOR,6.143434094,7547.5412128,16258469.72,11714.000231,10475624.71,10064333.83,1387.951972,1741960455.31,2529204919.96,6.01,6.88,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53
CHN,KOR,2015,137.87,91.91,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,229.78,45.96,969.98,581.99,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319097,CHN,KOR,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93
CHN,KOR,2016,668.22,445.48,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1113.71,222.74,2841.68,1705.01,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319101,CHN,KOR,6.6444778294,8000.6364249,18595190.74,13243.941371,11233314.63,11510813.17,1404.052632,1525797542.12,2396469750.69,6.11,6.85,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34
CHN,KOR,2017,851.73,567.82,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1419.55,283.91,3313.42,1988.05,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319105,CHN,KOR,6.758755086,8716.288978,19887035.12,14080.76508,12310491.94,12310491.94,1412.354727,1787239787.13,2647117289.59,5.5,6.61,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72
CHN,KOR,2018,457.23,304.82,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,762.05,152.41,1952.97,1171.78,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319108,CHN,KOR,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84
CHN,KOR,2019,287.23,191.49,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,478.72,95.74,5772.62,3463.57,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319112,CHN,KOR,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6
CHN,KOR,2020,694.16,462.77,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1156.93,231.39,2784.62,1670.77,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319115,CHN,KOR,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36
CHN,KOR,2021,2010.87,1340.58,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3351.46,670.29,2221.01,1332.61,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319119,CHN,KOR,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98
CHN,KOR,2022,2139.59,1426.39,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,3565.98,713.2,4654.01,2792.41,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319146,CHN,KOR,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,
CHN,KOR,2023,865.8,577.2,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1443.01,288.6,6536.16,3921.69,1400000000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319151,CHN,KOR,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,
CHN,AUS,2010,1329.98,886.65,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2216.63,443.33,2545.67,1323.75,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319155,CHN,AUS,6.7702690287,4503.8219208,11884961.31,8793.5038005,6087192.374,7357040.383,1351.561514,1333059090.43,1937911681.5,7.09,7.77,1.0901594864,58772.871792,1039914.883,46966.605794,1301324.272,1168287.205,22.1415805,207856459.01,220529973.43,4.51,6.3
CHN,AUS,2011,297.24,198.16,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,495.4,99.08,1971.02,1024.93,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319159,CHN,AUS,6.461461327,5551.5838494,13020073.2,9571.8190294,7551545.623,8059698.454,1360.250665,1616784547.02,2221071164.59,6.3,7.61,0.969463201,68867.541468,1080663.008,48072.679019,1548126.837,1214065.484,22.479775,258002208.68,280827540.1,4.25,6.35
CHN,AUS,2012,1050.26,700.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1750.44,350.09,537.44,279.47,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319162,CHN,AUS,6.3123328268,6230.0521088,14043935.27,10254.634032,8532186.353,8693490.556,1369.520865,1624172572.65,2304480905.73,6.08,7.3,0.9658010307,69658.716777,1108827.231,48520.741451,1591885.856,1245706.44,22.852644,267620134.91,276014920.35,4.97,6.83
CHN,AUS,2013,1084.94,723.29,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1808.23,361.65,3206.89,1667.58,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319166,CHN,AUS,6.195758346,6940.1118887,15134607.87,10974.996099,9570470.1,9368639.773,1379.008041,1748337327.91,2397123775.55,5.94,7.23,1.035843097,66462.517511,1137738.803,48963.916262,1544341.035,1278187.002,23.2362705,254152356.16,273047221.42,5.22,7.08
CHN,AUS,2014,120.57,80.38,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,200.96,40.19,1015.69,528.16,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319169,CHN,AUS,6.143434094,7547.5412128,16258469.72,11714.000231,10475624.71,10064333.83,1387.951972,1741960455.31,2529204919.96,6.01,6.88,1.109363293,62069.346868,1162789.651,49279.934664,1464563.512,1306330.253,23.5956005,245996985.03,267777740.11,4.06,6.24
CHN,AUS,2015,761.33,507.56,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1268.89,253.78,2530.96,1316.1,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319173,CHN,AUS,6.227488673,7923.0013247,17403280.43,12465.335176,11061572.91,10772995.68,1396.134174,1537067593.05,2473581490.39,6.15,7.1,1.331090262,52041.863534,1195105.234,49904.172966,1246298.652,1342635.034,23.948002,222282357.96,210429474.1,5.22,7.17
CHN,AUS,2016,1244.35,829.57,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2073.91,414.78,5356.03,2785.14,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319177,CHN,AUS,6.6444778294,8000.6364249,18595190.74,13243.941371,11233314.63,11510813.17,1404.052632,1525797542.12,2396469750.69,6.11,6.85,1.345213976,53755.924824,1222816.251,50259.683954,1307879.662,1373766.839,24.329963,211932944.26,201875545.72,5.49,7.16
CHN,AUS,2017,597.8,398.53,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,996.34,199.27,1990.73,1035.18,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319181,CHN,AUS,6.758755086,8716.288978,19887035.12,14080.76508,12310491.94,12310491.94,1412.354727,1787239787.13,2647117289.59,5.5,6.61,1.304758077,57162.722504,1258355.732,50881.63734,1413693.491,1413693.491,24.7310385,243575836.34,258738467.99,4.69,6.72
CHN,AUS,2018,316.88,211.25,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,528.13,105.63,4077.92,2120.52,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319184,CHN,AUS,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,1.3384121465,58001.543728,1285801.843,51186.979202,1456981.697,1444527.689,25.1197055,253256026.01,281900650.2,4.18,6.29
CHN,AUS,2019,1754.58,1169.72,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,2924.3,584.86,912.38,474.44,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319188,CHN,AUS,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,1.4385065442,54139.598082,1281498.44,50288.930763,1379623.894,1439693.051,25.482714,238521519.42,295235899.15,5.11,7.76
CHN,AUS,2020,1166.43,777.62,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1944.05,388.81,2713.64,1411.09,1400000000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.319194,CHN,AUS,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,1.453085118,55841.143327,1308561.52,50830.179596,1437562.723,1470096.934,25.743791,225016351.05,265172649.93,3.39,5.5
